,Entry,Employee Subgroup
723,2016,Hourly
724,2016,Hourly
725,2016,Hourly
726,2016,Hourly
727,2016,Hourly
728,2016,Hourly
729,2016,Hourly
730,2016,Hourly
731,2016,Hourly
732,2016,Hourly
733,2016,Hourly
734,2016,Hourly
735,2016,Hourly
736,2016,Hourly
737,2016,Hourly
738,2016,Hourly
739,2016,Hourly
740,2016,Hourly
741,2016,Hourly
742,2016,Hourly
743,2016,Hourly
744,2016,Hourly
745,2016,Hourly
746,2016,Hourly
747,2016,Hourly
748,2016,Hourly
749,2016,Hourly
750,2016,Hourly
751,2016,Hourly
752,2016,Hourly
753,2016,Hourly
754,2016,Hourly
755,2016,Hourly
756,2016,Hourly
757,2016,Hourly
758,2016,Hourly
759,2016,Hourly
760,2016,Hourly
761,2016,Hourly
762,2016,Hourly
763,2016,Hourly
764,2016,Hourly
765,2016,Hourly
766,2016,Hourly
767,2016,Hourly
768,2016,Hourly
769,2016,Hourly
770,2016,Hourly
771,2016,Hourly
772,2016,Hourly
773,2016,Hourly
774,2016,Hourly
775,2016,Hourly
776,2016,Hourly
777,2016,Hourly
778,2016,Hourly
779,2016,Hourly
780,2016,Hourly
781,2016,Hourly
782,2016,Hourly
783,2016,Hourly
784,2016,Hourly
785,2016,Hourly
786,2016,Hourly
787,2016,Hourly
788,2016,Hourly
789,2016,Hourly
790,2016,Hourly
791,2016,Hourly
792,2016,Hourly
793,2016,Hourly
794,2016,Hourly
795,2016,Hourly
796,2016,Hourly
797,2016,Hourly
798,2016,Hourly
799,2016,Hourly
800,2016,Hourly
801,2016,Hourly
802,2016,Hourly
803,2016,Hourly
804,2016,Hourly
805,2016,Hourly
806,2016,Hourly
807,2016,Hourly
808,2016,Hourly
809,2016,Hourly
810,2016,Hourly
811,2016,Hourly
812,2016,Hourly
813,2016,Hourly
814,2016,Hourly
815,2016,Hourly
816,2016,Hourly
817,2016,Hourly
818,2016,Hourly
819,2016,Hourly
820,2016,Hourly
821,2016,Hourly
822,2016,Hourly
823,2016,Hourly
824,2016,Hourly
825,2016,Hourly
826,2016,Hourly
827,2016,Hourly
828,2016,Hourly
829,2016,Hourly
830,2016,Hourly
831,2016,Hourly
832,2016,Hourly
833,2016,Hourly
834,2016,Hourly
835,2016,Hourly
836,2016,Hourly
837,2016,Hourly
838,2016,Hourly
839,2016,Hourly
840,2016,Hourly
841,2016,Hourly
842,2016,Hourly
843,2016,Hourly
844,2016,Hourly
845,2016,Hourly
846,2016,Hourly
847,2016,Hourly
848,2016,Hourly
849,2016,Hourly
850,2016,Hourly
851,2016,Hourly
852,2016,Hourly
853,2016,Hourly
854,2016,Hourly
855,2016,Hourly
856,2016,Hourly
857,2016,Hourly
858,2016,Hourly
859,2016,Hourly
860,2016,Hourly
861,2016,Hourly
862,2016,Hourly
863,2016,Hourly
864,2016,Hourly
865,2016,Hourly
866,2016,Hourly
867,2016,Hourly
868,2016,Hourly
869,2016,Hourly
870,2016,Hourly
871,2016,Hourly
872,2016,Hourly
873,2016,Hourly
874,2016,Hourly
875,2016,Hourly
876,2016,Hourly
877,2016,Hourly
878,2016,Hourly
879,2016,Hourly
880,2016,Hourly
881,2016,Hourly
882,2016,Hourly
883,2016,Hourly
884,2016,Hourly
885,2016,Hourly
886,2016,Hourly
887,2016,Hourly
888,2016,Hourly
889,2016,Hourly
890,2016,Hourly
891,2016,Hourly
892,2016,Hourly
893,2016,Hourly
894,2016,Hourly
895,2016,Hourly
896,2016,Hourly
897,2016,Hourly
898,2016,Hourly
899,2016,Hourly
900,2016,Hourly
901,2016,Hourly
902,2016,Hourly
903,2016,Hourly
904,2016,Hourly
905,2016,Hourly
906,2016,Hourly
907,2016,Hourly
908,2016,Hourly
909,2016,Hourly
910,2016,Hourly
911,2016,Hourly
912,2016,Hourly
913,2016,Hourly
914,2016,Hourly
915,2016,Hourly
916,2016,Hourly
917,2016,Hourly
918,2016,Hourly
919,2016,Hourly
920,2016,Hourly
921,2016,Hourly
922,2016,Hourly
923,2016,Hourly
924,2016,Hourly
925,2016,Hourly
926,2016,Hourly
927,2016,Hourly
928,2016,Hourly
929,2016,Hourly
930,2016,Hourly
931,2016,Hourly
932,2016,Hourly
933,2016,Hourly
934,2016,Hourly
935,2016,Hourly
936,2016,Hourly
937,2016,Hourly
938,2016,Hourly
939,2016,Hourly
940,2016,Hourly
941,2016,Hourly
942,2016,Hourly
943,2016,Hourly
944,2016,Hourly
945,2016,Hourly
946,2016,Hourly
947,2016,Hourly
948,2016,Hourly
949,2016,Hourly
950,2016,Hourly
951,2016,Hourly
952,2016,Hourly
953,2016,Hourly
954,2016,Hourly
955,2016,Hourly
956,2016,Hourly
957,2016,Hourly
958,2016,Hourly
959,2016,Hourly
960,2016,Hourly
961,2016,Hourly
962,2016,Hourly
963,2016,Hourly
964,2016,Hourly
965,2016,Hourly
966,2016,Hourly
967,2016,Hourly
968,2016,Hourly
969,2016,Hourly
970,2016,Hourly
971,2016,Hourly
972,2016,Hourly
973,2016,Hourly
974,2016,Hourly
975,2016,Hourly
976,2016,Hourly
977,2016,Hourly
978,2016,Hourly
979,2016,Hourly
980,2016,Hourly
981,2016,Hourly
982,2016,Hourly
983,2016,Hourly
984,2016,Hourly
985,2016,Hourly
986,2016,Hourly
987,2016,Hourly
988,2016,Hourly
989,2016,Hourly
990,2016,Hourly
991,2016,Hourly
992,2016,Hourly
993,2016,Hourly
994,2016,Hourly
995,2016,Hourly
996,2016,Hourly
997,2016,Hourly
998,2016,Hourly
999,2016,Hourly
1000,2016,Hourly
1001,2016,Hourly
1002,2016,Hourly
1003,2016,Hourly
1004,2016,Hourly
1005,2016,Hourly
1006,2016,Hourly
1007,2016,Hourly
1008,2016,Hourly
1009,2016,Hourly
1010,2016,Hourly
1011,2016,Hourly
1012,2016,Hourly
1013,2016,Hourly
1014,2016,Hourly
1015,2016,Hourly
1016,2016,Hourly
1017,2016,Hourly
1018,2016,Hourly
1019,2016,Hourly
1020,2016,Hourly
1021,2016,Hourly
1022,2016,Hourly
1023,2016,Hourly
1024,2016,Hourly
1025,2016,Hourly
1026,2016,Hourly
1027,2016,Hourly
1028,2016,Hourly
1029,2016,Hourly
1030,2016,Hourly
1031,2016,Hourly
1032,2016,Hourly
1033,2016,Hourly
1034,2016,Hourly
1035,2016,Hourly
1036,2016,Hourly
1037,2016,Hourly
1038,2016,Hourly
1039,2016,Hourly
1040,2016,Hourly
1041,2016,Hourly
1042,2016,Hourly
1043,2016,Hourly
1044,2016,Hourly
1045,2016,Hourly
1046,2016,Hourly
1047,2016,Hourly
1048,2016,Hourly
1049,2016,Hourly
1050,2016,Hourly
1051,2016,Hourly
1052,2016,Hourly
1053,2016,Hourly
1054,2016,Hourly
1055,2016,Hourly
1056,2016,Hourly
1057,2016,Hourly
1058,2016,Hourly
1059,2016,Hourly
1060,2016,Hourly
1061,2016,Hourly
1062,2016,Hourly
1063,2016,Hourly
1064,2016,Hourly
1065,2016,Hourly
1066,2016,Hourly
1067,2016,Hourly
1068,2016,Hourly
1069,2016,Hourly
1070,2016,Hourly
1071,2016,Hourly
1072,2016,Hourly
1073,2016,Hourly
1074,2016,Hourly
1075,2016,Hourly
1076,2016,Hourly
1077,2016,Hourly
1078,2016,Hourly
1079,2016,Hourly
1080,2016,Hourly
1081,2016,Hourly
1082,2016,Hourly
1083,2016,Hourly
1084,2016,Hourly
1085,2016,Hourly
1086,2016,Hourly
1087,2016,Hourly
1088,2016,Hourly
1089,2016,Hourly
1090,2016,Hourly
1091,2016,Hourly
1092,2016,Hourly
1093,2016,Hourly
1094,2016,Hourly
1095,2016,Hourly
1096,2016,Hourly
1097,2016,Hourly
1098,2016,Hourly
1099,2016,Hourly
1100,2016,Hourly
1101,2016,Hourly
1102,2016,Hourly
1103,2016,Hourly
1104,2016,Hourly
1105,2016,Hourly
1106,2016,Hourly
1107,2016,Hourly
1108,2016,Hourly
1109,2016,Hourly
1110,2016,Hourly
1111,2017,Hourly
1112,2017,Hourly
1113,2017,Hourly
1114,2017,Hourly
1115,2017,Hourly
1116,2017,Hourly
1117,2017,Hourly
1118,2017,Hourly
1119,2017,Hourly
1120,2017,Hourly
1121,2017,Hourly
1122,2017,Hourly
1123,2017,Hourly
1124,2017,Hourly
1125,2017,Hourly
1126,2017,Hourly
1127,2017,Hourly
1128,2017,Hourly
1129,2017,Hourly
1130,2017,Hourly
1131,2017,Hourly
1132,2017,Hourly
1133,2017,Hourly
1134,2017,Hourly
1135,2017,Hourly
1136,2017,Hourly
1137,2017,Hourly
1138,2017,Hourly
1139,2017,Hourly
1140,2017,Hourly
1141,2017,Hourly
1142,2017,Hourly
1143,2017,Hourly
1144,2017,Hourly
1145,2017,Hourly
1146,2017,Hourly
1147,2017,Hourly
1148,2017,Hourly
1149,2017,Hourly
1150,2017,Hourly
1151,2017,Hourly
1152,2017,Hourly
1153,2017,Hourly
1154,2017,Hourly
1155,2017,Hourly
1156,2017,Hourly
1157,2017,Hourly
1158,2017,Hourly
1159,2017,Hourly
1160,2017,Hourly
1161,2017,Hourly
1162,2017,Hourly
1163,2017,Hourly
1164,2017,Hourly
1165,2017,Hourly
1166,2017,Hourly
1167,2017,Hourly
1168,2017,Hourly
1169,2017,Hourly
1170,2017,Hourly
1171,2017,Hourly
1172,2017,Hourly
1173,2017,Hourly
1174,2017,Hourly
1175,2017,Hourly
1176,2017,Hourly
1177,2017,Hourly
1178,2017,Hourly
1179,2017,Hourly
1180,2017,Hourly
1181,2017,Hourly
1182,2017,Hourly
1183,2017,Hourly
1184,2017,Hourly
1185,2017,Hourly
1186,2017,Hourly
1187,2017,Hourly
1188,2017,Hourly
1189,2017,Hourly
1190,2017,Hourly
1191,2017,Hourly
1192,2017,Hourly
1193,2017,Hourly
1194,2017,Hourly
1195,2017,Hourly
1196,2017,Hourly
1197,2017,Hourly
1198,2017,Hourly
1199,2017,Hourly
1200,2017,Hourly
1201,2017,Hourly
1202,2017,Hourly
1203,2017,Hourly
1204,2017,Hourly
1205,2017,Hourly
1206,2017,Hourly
1207,2017,Hourly
1208,2017,Hourly
1209,2017,Hourly
1210,2017,Hourly
1211,2017,Hourly
1212,2017,Hourly
1213,2017,Hourly
1214,2017,Hourly
1215,2017,Hourly
1216,2017,Hourly
1217,2017,Hourly
1218,2017,Hourly
1219,2017,Hourly
1220,2017,Hourly
1221,2017,Hourly
1222,2017,Hourly
1223,2017,Hourly
1224,2017,Hourly
1225,2017,Hourly
1226,2017,Hourly
1227,2017,Hourly
1228,2017,Hourly
1229,2017,Hourly
1230,2017,Hourly
1231,2017,Hourly
1232,2017,Hourly
1233,2017,Hourly
1234,2017,Hourly
1235,2017,Hourly
1236,2017,Hourly
1237,2017,Hourly
1238,2017,Hourly
1239,2017,Hourly
1240,2017,Hourly
1241,2017,Hourly
1242,2017,Hourly
1243,2017,Hourly
1244,2017,Hourly
1245,2017,Hourly
1246,2017,Hourly
1247,2017,Hourly
1248,2017,Hourly
1249,2017,Hourly
1250,2017,Hourly
1251,2017,Hourly
1252,2017,Hourly
1253,2017,Hourly
1254,2017,Hourly
1255,2017,Hourly
1256,2017,Hourly
1257,2017,Hourly
1258,2017,Hourly
1259,2017,Hourly
1260,2017,Hourly
1261,2017,Hourly
1262,2017,Hourly
1263,2017,Hourly
1264,2017,Hourly
1265,2017,Hourly
1266,2017,Hourly
1267,2017,Hourly
1268,2017,Hourly
1269,2017,Hourly
1270,2017,Hourly
1271,2017,Hourly
1272,2017,Hourly
1273,2017,Hourly
1274,2017,Hourly
1275,2017,Hourly
1276,2017,Hourly
1277,2017,Hourly
1278,2017,Hourly
1279,2017,Hourly
1280,2017,Hourly
1281,2017,Hourly
1282,2017,Hourly
1283,2017,Hourly
1284,2017,Hourly
1285,2017,Hourly
1286,2017,Hourly
1287,2017,Hourly
1288,2017,Hourly
1289,2017,Hourly
1290,2017,Hourly
1291,2017,Hourly
1292,2017,Hourly
1293,2017,Hourly
1294,2017,Hourly
1295,2017,Hourly
1296,2017,Hourly
1297,2017,Hourly
1298,2017,Hourly
1299,2017,Hourly
1300,2017,Hourly
1301,2017,Hourly
1302,2017,Hourly
1303,2017,Hourly
1304,2017,Hourly
1305,2017,Hourly
1306,2017,Hourly
1307,2017,Hourly
1308,2017,Hourly
1309,2017,Hourly
1310,2017,Hourly
1311,2017,Hourly
1312,2017,Hourly
1313,2017,Hourly
1314,2017,Hourly
1315,2017,Hourly
1316,2017,Hourly
1317,2017,Hourly
1318,2017,Hourly
1319,2017,Hourly
1320,2017,Hourly
1321,2017,Hourly
1322,2017,Hourly
1323,2017,Hourly
1324,2017,Hourly
1325,2017,Hourly
1326,2017,Hourly
1327,2017,Hourly
1328,2017,Hourly
1329,2017,Hourly
1330,2017,Hourly
1331,2017,Hourly
1332,2017,Hourly
1333,2017,Hourly
1334,2017,Hourly
1335,2017,Hourly
1336,2017,Hourly
1337,2017,Hourly
1338,2017,Hourly
1339,2017,Hourly
1340,2017,Hourly
1341,2017,Hourly
1342,2017,Hourly
1343,2017,Hourly
1344,2017,Hourly
1345,2017,Hourly
1346,2017,Hourly
1347,2017,Hourly
1348,2017,Hourly
1349,2017,Hourly
1350,2017,Hourly
1351,2017,Hourly
1352,2017,Hourly
1353,2017,Hourly
1354,2017,Hourly
1355,2017,Hourly
1356,2017,Hourly
1357,2017,Hourly
1358,2017,Hourly
1359,2017,Hourly
1360,2017,Hourly
1361,2017,Hourly
1362,2017,Hourly
1363,2017,Hourly
1364,2017,Hourly
1365,2017,Hourly
1366,2017,Hourly
1367,2017,Hourly
1368,2017,Hourly
1369,2017,Hourly
1370,2017,Hourly
1371,2017,Hourly
1372,2017,Hourly
1373,2017,Hourly
1374,2017,Hourly
1375,2017,Hourly
1376,2017,Hourly
1377,2017,Hourly
1378,2017,Hourly
1379,2017,Hourly
1380,2017,Hourly
1381,2017,Hourly
1382,2017,Hourly
1383,2017,Hourly
1384,2017,Hourly
1385,2017,Hourly
1386,2017,Hourly
1387,2017,Hourly
1388,2017,Hourly
1389,2017,Hourly
1390,2017,Hourly
1391,2017,Hourly
1392,2017,Hourly
1393,2017,Hourly
1394,2017,Hourly
1395,2017,Hourly
1396,2017,Hourly
1397,2017,Hourly
1398,2017,Hourly
1399,2017,Hourly
1400,2017,Hourly
1401,2017,Hourly
1402,2017,Hourly
1403,2017,Hourly
1404,2017,Hourly
1405,2017,Hourly
1406,2017,Hourly
1407,2017,Hourly
1408,2017,Hourly
1409,2017,Hourly
1410,2017,Hourly
1411,2017,Hourly
1412,2017,Hourly
1413,2017,Hourly
1414,2017,Hourly
1415,2017,Hourly
1416,2017,Hourly
1417,2017,Hourly
1418,2017,Hourly
1419,2017,Hourly
1420,2017,Hourly
1421,2017,Hourly
1422,2017,Hourly
1423,2017,Hourly
1424,2017,Hourly
1425,2017,Hourly
1426,2017,Hourly
1427,2017,Hourly
1428,2017,Hourly
1429,2017,Hourly
1430,2017,Hourly
1431,2017,Hourly
1432,2017,Hourly
1433,2017,Hourly
1434,2017,Hourly
1435,2017,Hourly
1436,2017,Hourly
1437,2017,Hourly
1438,2017,Hourly
1439,2017,Hourly
1440,2017,Hourly
1441,2017,Hourly
1442,2017,Hourly
1443,2017,Hourly
1444,2017,Hourly
1445,2017,Hourly
1446,2017,Hourly
1447,2017,Hourly
1448,2017,Hourly
1449,2017,Hourly
1450,2017,Hourly
1451,2017,Hourly
1452,2017,Hourly
1453,2017,Hourly
1454,2017,Hourly
1455,2017,Hourly
1456,2017,Hourly
1457,2017,Hourly
1458,2017,Hourly
1459,2017,Hourly
1460,2017,Hourly
1461,2017,Hourly
1462,2017,Hourly
1463,2017,Hourly
1464,2017,Hourly
1465,2017,Hourly
1466,2017,Hourly
1467,2017,Hourly
1468,2017,Hourly
1469,2017,Hourly
1470,2017,Hourly
1471,2017,Hourly
1472,2017,Hourly
1473,2017,Hourly
1474,2017,Hourly
1475,2017,Hourly
1476,2017,Hourly
1477,2017,Hourly
1478,2017,Hourly
1479,2017,Hourly
1480,2017,Hourly
1481,2017,Hourly
1482,2017,Hourly
1483,2017,Hourly
1484,2017,Hourly
1485,2017,Hourly
1486,2017,Hourly
1487,2017,Hourly
1488,2017,Hourly
1489,2017,Hourly
1490,2017,Hourly
1491,2017,Hourly
1492,2017,Hourly
1493,2017,Hourly
1494,2017,Hourly
1495,2017,Hourly
1496,2017,Hourly
1497,2017,Hourly
1498,2017,Hourly
1499,2017,Hourly
1500,2017,Hourly
1501,2017,Hourly
1502,2017,Hourly
1503,2017,Hourly
1504,2017,Hourly
1505,2017,Hourly
1506,2017,Hourly
1507,2017,Hourly
1508,2017,Hourly
1509,2017,Hourly
1510,2017,Hourly
1511,2017,Hourly
1512,2017,Hourly
1513,2017,Hourly
1514,2017,Hourly
1515,2017,Hourly
1516,2017,Hourly
1517,2017,Hourly
1518,2017,Hourly
1519,2017,Hourly
1520,2017,Hourly
1521,2017,Hourly
1522,2017,Hourly
1523,2017,Hourly
1524,2017,Hourly
1525,2017,Hourly
1526,2017,Hourly
1527,2017,Hourly
1528,2017,Hourly
1529,2017,Hourly
1530,2017,Hourly
1531,2017,Hourly
1532,2017,Hourly
1533,2017,Hourly
1534,2017,Hourly
1535,2017,Hourly
1536,2017,Hourly
1537,2017,Hourly
1538,2017,Hourly
1539,2017,Hourly
1540,2017,Hourly
1541,2017,Hourly
1542,2017,Hourly
1543,2017,Hourly
1544,2017,Hourly
1545,2017,Hourly
1546,2017,Hourly
1547,2017,Hourly
1548,2017,Hourly
1549,2017,Hourly
1550,2017,Hourly
1551,2017,Hourly
1552,2017,Hourly
1553,2017,Hourly
1554,2017,Hourly
1555,2017,Hourly
1556,2017,Hourly
1557,2017,Hourly
1558,2017,Hourly
1559,2017,Hourly
1560,2017,Hourly
1561,2017,Hourly
1562,2017,Hourly
1563,2017,Hourly
1564,2017,Hourly
1565,2017,Hourly
1566,2017,Hourly
1567,2017,Hourly
1568,2017,Hourly
1569,2017,Hourly
1570,2017,Hourly
1571,2017,Hourly
1572,2017,Hourly
1573,2017,Hourly
1574,2017,Hourly
1575,2017,Hourly
1576,2017,Hourly
1577,2017,Hourly
1578,2017,Hourly
1579,2017,Hourly
1580,2017,Hourly
1581,2017,Hourly
1582,2017,Hourly
1583,2017,Hourly
1584,2017,Hourly
1585,2017,Hourly
1586,2017,Hourly
1587,2017,Hourly
1588,2017,Hourly
1589,2017,Hourly
1590,2017,Hourly
1591,2017,Hourly
1592,2017,Hourly
1593,2017,Hourly
1594,2017,Hourly
1595,2017,Hourly
1596,2017,Hourly
1597,2017,Hourly
1598,2017,Hourly
1599,2017,Hourly
1600,2017,Hourly
1601,2017,Hourly
1602,2017,Hourly
1603,2017,Hourly
1604,2017,Hourly
1605,2017,Hourly
1606,2017,Hourly
1607,2017,Hourly
1608,2017,Hourly
1609,2017,Hourly
1610,2017,Hourly
1611,2017,Hourly
1612,2017,Hourly
1613,2017,Hourly
1614,2017,Hourly
1615,2017,Hourly
1616,2017,Hourly
1617,2017,Hourly
1618,2017,Hourly
1619,2017,Hourly
1620,2017,Hourly
1621,2017,Hourly
1622,2017,Hourly
1623,2017,Hourly
1624,2017,Hourly
1625,2017,Hourly
1626,2017,Hourly
1627,2017,Hourly
1628,2017,Hourly
1629,2017,Hourly
1630,2017,Hourly
1631,2017,Hourly
1632,2017,Hourly
1633,2017,Hourly
1634,2017,Hourly
1635,2017,Hourly
1636,2017,Hourly
1637,2017,Hourly
1638,2017,Hourly
1639,2017,Hourly
1640,2017,Hourly
1641,2017,Hourly
1642,2017,Hourly
1643,2017,Hourly
1644,2017,Hourly
1645,2017,Hourly
1646,2017,Hourly
1647,2017,Hourly
1648,2017,Hourly
1649,2017,Hourly
1650,2017,Hourly
1651,2017,Hourly
1652,2017,Hourly
1653,2017,Hourly
1654,2017,Hourly
1655,2017,Hourly
1656,2017,Hourly
1657,2017,Hourly
1658,2017,Hourly
1659,2017,Hourly
1660,2017,Hourly
1661,2017,Hourly
1662,2017,Hourly
1663,2017,Hourly
1664,2017,Hourly
1665,2017,Hourly
1666,2017,Hourly
1667,2017,Hourly
1668,2017,Hourly
1669,2017,Hourly
1670,2017,Hourly
1671,2017,Hourly
1672,2017,Hourly
1673,2017,Hourly
1674,2017,Hourly
1675,2017,Hourly
1676,2017,Hourly
1677,2017,Hourly
1678,2017,Hourly
1679,2017,Hourly
1680,2017,Hourly
1681,2017,Hourly
1682,2017,Hourly
1683,2017,Hourly
1684,2017,Hourly
1685,2017,Hourly
1686,2017,Hourly
1687,2017,Hourly
1688,2017,Hourly
1689,2017,Hourly
1690,2017,Hourly
1691,2017,Hourly
1692,2017,Hourly
1693,2017,Hourly
1694,2017,Hourly
1695,2017,Hourly
1696,2017,Hourly
1697,2017,Hourly
1698,2017,Hourly
1699,2017,Hourly
1700,2017,Hourly
1701,2017,Hourly
1702,2017,Hourly
1703,2017,Hourly
1704,2017,Hourly
1705,2017,Hourly
1706,2017,Hourly
1707,2017,Hourly
1708,2017,Hourly
1709,2017,Hourly
1710,2017,Hourly
1711,2017,Hourly
1712,2017,Hourly
1713,2017,Hourly
1714,2017,Hourly
1715,2017,Hourly
1716,2017,Hourly
1717,2017,Hourly
1718,2017,Hourly
1719,2017,Hourly
1720,2017,Hourly
1721,2017,Hourly
1722,2017,Hourly
1723,2017,Hourly
1724,2017,Hourly
1725,2017,Hourly
1726,2017,Hourly
1727,2017,Hourly
1728,2017,Hourly
1729,2017,Hourly
1730,2017,Hourly
1731,2017,Hourly
1732,2017,Hourly
1733,2017,Hourly
1734,2017,Hourly
1735,2017,Hourly
1736,2017,Hourly
1737,2017,Hourly
1738,2017,Hourly
1739,2017,Hourly
1740,2017,Hourly
1741,2017,Hourly
1742,2017,Hourly
1743,2017,Hourly
1744,2017,Hourly
1745,2017,Hourly
1746,2017,Hourly
1747,2017,Hourly
1748,2017,Hourly
1749,2017,Hourly
1750,2017,Hourly
1751,2017,Hourly
1752,2017,Hourly
1753,2017,Hourly
1754,2017,Hourly
1755,2017,Hourly
1756,2017,Hourly
1757,2017,Hourly
1758,2017,Hourly
1759,2017,Hourly
1760,2017,Hourly
1761,2017,Hourly
1762,2017,Hourly
1763,2017,Hourly
1764,2017,Hourly
1765,2017,Hourly
1766,2017,Hourly
1767,2017,Hourly
1768,2017,Hourly
1769,2017,Hourly
1770,2017,Hourly
1771,2017,Hourly
1772,2017,Hourly
1773,2017,Hourly
1774,2017,Hourly
1775,2017,Hourly
1776,2017,Hourly
1777,2017,Hourly
1778,2017,Hourly
1779,2017,Hourly
1780,2017,Hourly
1781,2017,Hourly
1782,2017,Hourly
1783,2017,Hourly
1784,2017,Hourly
1785,2017,Hourly
1786,2017,Hourly
1787,2017,Hourly
1788,2017,Hourly
1789,2017,Hourly
1790,2017,Hourly
1791,2017,Hourly
1792,2017,Hourly
1793,2017,Hourly
1794,2017,Hourly
1795,2017,Hourly
1796,2017,Hourly
1797,2017,Hourly
1798,2017,Hourly
1799,2017,Hourly
1800,2017,Hourly
1801,2017,Hourly
1802,2017,Hourly
1803,2017,Hourly
1804,2017,Hourly
1805,2017,Hourly
1806,2017,Hourly
1807,2017,Hourly
1808,2017,Hourly
1809,2017,Hourly
1810,2017,Hourly
1811,2017,Hourly
1812,2017,Hourly
1813,2017,Hourly
1814,2017,Hourly
1815,2017,Hourly
1816,2017,Hourly
1817,2017,Hourly
1818,2017,Hourly
1819,2017,Hourly
1820,2017,Hourly
1821,2017,Hourly
1822,2017,Hourly
1823,2017,Hourly
1824,2017,Hourly
1825,2017,Hourly
1826,2017,Hourly
1827,2017,Hourly
1828,2017,Hourly
1829,2017,Hourly
1830,2017,Hourly
1831,2017,Hourly
1832,2017,Hourly
1833,2017,Hourly
1834,2017,Hourly
1835,2017,Hourly
1836,2017,Hourly
1837,2017,Hourly
1838,2017,Hourly
1839,2017,Hourly
1840,2017,Hourly
1841,2017,Hourly
1842,2017,Hourly
1843,2017,Hourly
1844,2017,Hourly
1845,2017,Hourly
1846,2017,Hourly
1847,2017,Hourly
1848,2017,Hourly
1849,2017,Hourly
1850,2017,Hourly
1851,2017,Hourly
1852,2017,Hourly
1853,2017,Hourly
1854,2017,Hourly
1855,2017,Hourly
1856,2017,Hourly
1857,2017,Hourly
1858,2017,Hourly
1859,2017,Hourly
1860,2017,Hourly
1861,2017,Hourly
1862,2017,Hourly
1863,2017,Hourly
1864,2017,Hourly
1865,2017,Hourly
1866,2017,Hourly
1867,2017,Hourly
1868,2017,Hourly
1869,2017,Hourly
1870,2017,Hourly
1871,2017,Hourly
1872,2017,Hourly
1873,2017,Hourly
1874,2017,Hourly
1875,2017,Hourly
1876,2017,Hourly
1877,2017,Hourly
1878,2017,Hourly
1879,2017,Hourly
1880,2017,Hourly
1881,2017,Hourly
1882,2017,Hourly
1883,2017,Hourly
1884,2017,Hourly
1885,2017,Hourly
1886,2017,Hourly
1887,2017,Hourly
1888,2017,Hourly
1889,2017,Hourly
1890,2017,Hourly
1891,2017,Hourly
1892,2017,Hourly
1893,2017,Hourly
1894,2017,Hourly
1895,2017,Hourly
1896,2017,Hourly
1897,2017,Hourly
1898,2017,Hourly
1899,2017,Hourly
1900,2017,Hourly
1901,2017,Hourly
1902,2017,Hourly
1903,2017,Hourly
1904,2017,Hourly
1905,2017,Hourly
1906,2017,Hourly
1907,2017,Hourly
1908,2017,Hourly
1909,2017,Hourly
1910,2017,Hourly
1911,2017,Hourly
1912,2017,Hourly
1913,2017,Hourly
1914,2017,Hourly
1915,2017,Hourly
1916,2017,Hourly
1917,2017,Hourly
1918,2017,Hourly
1919,2017,Hourly
1920,2017,Hourly
1921,2017,Hourly
1922,2017,Hourly
1923,2017,Hourly
1924,2017,Hourly
1925,2017,Hourly
1926,2017,Hourly
1927,2017,Hourly
1928,2017,Hourly
1929,2017,Hourly
1930,2017,Hourly
1931,2017,Hourly
1932,2017,Hourly
1933,2017,Hourly
1934,2017,Hourly
1935,2017,Hourly
1936,2017,Hourly
1937,2017,Hourly
1938,2017,Hourly
1939,2017,Hourly
1940,2017,Hourly
1941,2017,Hourly
1942,2017,Hourly
1943,2017,Hourly
1944,2017,Hourly
1945,2017,Hourly
1946,2017,Hourly
1947,2017,Hourly
1948,2017,Hourly
1949,2017,Hourly
1950,2017,Hourly
1951,2017,Hourly
1952,2017,Hourly
1953,2017,Hourly
1954,2017,Hourly
1955,2017,Hourly
1956,2017,Hourly
1957,2017,Hourly
1958,2017,Hourly
1959,2017,Hourly
1960,2017,Hourly
1961,2017,Hourly
1962,2017,Hourly
1963,2017,Hourly
1964,2017,Hourly
1965,2017,Hourly
1966,2017,Hourly
1967,2017,Hourly
1968,2017,Hourly
1969,2017,Hourly
1970,2017,Hourly
1971,2017,Hourly
1972,2017,Hourly
1973,2017,Hourly
1974,2017,Hourly
1975,2017,Hourly
1976,2017,Hourly
1977,2017,Hourly
1978,2017,Hourly
1979,2017,Hourly
1980,2017,Hourly
1981,2017,Hourly
1982,2017,Hourly
1983,2017,Hourly
1984,2017,Hourly
1985,2017,Hourly
1986,2017,Hourly
1987,2017,Hourly
1988,2017,Hourly
1989,2017,Hourly
1990,2017,Hourly
1991,2017,Hourly
1992,2017,Hourly
1993,2017,Hourly
1994,2017,Hourly
1995,2017,Hourly
1996,2017,Hourly
1997,2017,Hourly
